method,userId,rank,movieId,title
Content-TFIDF,70,4,190215,Liquid Truth (2017)
Content-TFIDF,70,5,190213,John From (2015)
Content-TFIDF,70,6,31,Dangerous Minds (1995)
Content-TFIDF,70,7,3095,"Grapes of Wrath, The (1940)"
Content-TFIDF,70,8,3100,"River Runs Through It, A (1992)"
Content-TFIDF,70,9,59810,Recount (2008)
Content-TFIDF,70,10,3083,All About My Mother (Todo sobre mi madre) (1999)
Content-TFIDF,71,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,71,2,4800,King Solomon's Mines (1937)
Content-TFIDF,71,3,91500,The Hunger Games (2012)
Content-TFIDF,71,4,117529,Jurassic World (2015)
Content-TFIDF,71,5,48774,Children of Men (2006)
Content-TFIDF,71,6,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,71,7,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,71,8,58025,Jumper (2008)
Content-TFIDF,71,9,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,71,10,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,72,1,459,"Getaway, The (1994)"
Content-TFIDF,72,2,4956,"Stunt Man, The (1980)"
Content-TFIDF,72,3,5027,Another 48 Hrs. (1990)
Content-TFIDF,72,4,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,72,5,145,Bad Boys (1995)
Content-TFIDF,72,6,1432,Metro (1997)
Content-TFIDF,72,7,5628,Wasabi (2001)
Content-TFIDF,72,8,20,Money Train (1995)
Content-TFIDF,72,9,2985,RoboCop (1987)
Content-TFIDF,72,10,519,RoboCop 3 (1993)
Content-TFIDF,73,1,42015,Casanova (2005)
Content-TFIDF,73,2,3162,Simpatico (1999)
Content-TFIDF,73,3,1184,Mediterraneo (1991)
Content-TFIDF,73,4,193571,Silver Spoon (2014)
Content-TFIDF,73,5,80572,I'm Still Here (2010)
Content-TFIDF,73,6,79684,Paper Man (2009)
Content-TFIDF,73,7,79946,"Joneses, The (2009)"
Content-TFIDF,73,8,1162,"Ruling Class, The (1972)"
Content-TFIDF,73,9,1173,"Cook the Thief His Wife & Her Lover, The (1989)"
Content-TFIDF,73,10,183317,Patti Rocks (1988)
Content-TFIDF,74,1,26,Othello (1995)
Content-TFIDF,74,2,193585,Flint (2017)
Content-TFIDF,74,3,31,Dangerous Minds (1995)
Content-TFIDF,74,4,26812,Barbarians at the Gate (1993)
Content-TFIDF,74,5,26810,Bad Boy Bubby (1993)
Content-TFIDF,74,6,26974,Gummo (1997)
Content-TFIDF,74,7,91935,Albatross (2011)
Content-TFIDF,74,8,4046,Friendly Persuasion (1956)
Content-TFIDF,74,9,91325,Extremely Loud and Incredibly Close (2011)
Content-TFIDF,74,10,91981,Sacrifice (Zhao shi gu er) (2010)
Content-TFIDF,75,1,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,75,2,117529,Jurassic World (2015)
Content-TFIDF,75,3,91500,The Hunger Games (2012)
Content-TFIDF,75,4,48774,Children of Men (2006)
Content-TFIDF,75,5,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,75,6,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,75,7,58025,Jumper (2008)
Content-TFIDF,75,8,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,75,9,1591,Spawn (1997)
Content-TFIDF,75,10,1129,Escape from New York (1981)
Content-TFIDF,76,1,145,Bad Boys (1995)
Content-TFIDF,76,2,1432,Metro (1997)
Content-TFIDF,76,3,5628,Wasabi (2001)
Content-TFIDF,76,4,5027,Another 48 Hrs. (1990)
Content-TFIDF,76,5,20,Money Train (1995)
Content-TFIDF,76,6,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,76,7,7235,Ichi the Killer (Koroshiya 1) (2001)
Content-TFIDF,76,8,27549,Dead or Alive: Final (2002)
Content-TFIDF,76,9,71211,"Informant!, The (2009)"
Content-TFIDF,76,10,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992)
Content-TFIDF,77,1,1726,"Postman, The (1997)"
Content-TFIDF,77,2,6645,THX 1138 (1971)
Content-TFIDF,77,3,4643,Planet of the Apes (2001)
Content-TFIDF,77,4,173145,War for the Planet of the Apes (2017)
Content-TFIDF,77,5,72308,Battlestar Galactica: The Plan (2009)
Content-TFIDF,77,6,171765,Okja (2017)
Content-TFIDF,77,7,48774,Children of Men (2006)
Content-TFIDF,77,8,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,77,9,91500,The Hunger Games (2012)
Content-TFIDF,77,10,58025,Jumper (2008)
Content-TFIDF,78,1,80219,Machete (2010)
Content-TFIDF,78,2,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
Content-TFIDF,78,3,8968,After the Sunset (2004)
Content-TFIDF,78,4,6503,Charlie's Angels: Full Throttle (2003)
Content-TFIDF,78,5,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,78,6,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
Content-TFIDF,78,7,2835,Chill Factor (1999)
Content-TFIDF,78,8,4270,"Mummy Returns, The (2001)"
Content-TFIDF,78,9,55116,"Hunting Party, The (2007)"
Content-TFIDF,78,10,31367,"Chase, The (1994)"
Content-TFIDF,79,1,6016,City of God (Cidade de Deus) (2002)
Content-TFIDF,79,2,55116,"Hunting Party, The (2007)"
Content-TFIDF,79,3,5027,Another 48 Hrs. (1990)
Content-TFIDF,79,4,145,Bad Boys (1995)
Content-TFIDF,79,5,20,Money Train (1995)
Content-TFIDF,79,6,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,79,7,5628,Wasabi (2001)
Content-TFIDF,79,8,1432,Metro (1997)
Content-TFIDF,79,9,2403,First Blood (Rambo: First Blood) (1982)
Content-TFIDF,79,10,89087,Colombiana (2011)
Content-TFIDF,80,1,198,Strange Days (1995)
Content-TFIDF,80,2,519,RoboCop 3 (1993)
Content-TFIDF,80,3,2985,RoboCop (1987)
Content-TFIDF,80,4,8860,Cellular (2004)
Content-TFIDF,80,5,74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)"
Content-TFIDF,80,6,120637,Blackhat (2015)
Content-TFIDF,80,7,150548,Sherlock: The Abominable Bride (2016)
Content-TFIDF,80,8,165347,Jack Reacher: Never Go Back (2016)
Content-TFIDF,80,9,2058,"Negotiator, The (1998)"
Content-TFIDF,80,10,132618,Kite (2014)
Content-TFIDF,81,1,6016,City of God (Cidade de Deus) (2002)
Content-TFIDF,81,2,2625,Black Mask (Hak hap) (1996)
Content-TFIDF,81,3,8968,After the Sunset (2004)
Content-TFIDF,81,4,6503,Charlie's Angels: Full Throttle (2003)
Content-TFIDF,81,5,80219,Machete (2010)
Content-TFIDF,81,6,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
Content-TFIDF,81,7,53972,Live Free or Die Hard (2007)
Content-TFIDF,81,8,6709,Once Upon a Time in Mexico (2003)
Content-TFIDF,81,9,37853,Into the Blue (2005)
Content-TFIDF,81,10,64030,Transporter 3 (2008)
Content-TFIDF,82,1,31367,"Chase, The (1994)"
Content-TFIDF,82,2,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
Content-TFIDF,82,3,80219,Machete (2010)
Content-TFIDF,82,4,8968,After the Sunset (2004)
Content-TFIDF,82,5,55116,"Hunting Party, The (2007)"
Content-TFIDF,82,6,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
Content-TFIDF,82,7,2835,Chill Factor (1999)
Content-TFIDF,82,8,5657,Flashback (1990)
Content-TFIDF,82,9,6990,The Great Train Robbery (1978)
Content-TFIDF,82,10,4956,"Stunt Man, The (1980)"
Content-TFIDF,83,1,26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
Content-TFIDF,83,2,4956,"Stunt Man, The (1980)"
Content-TFIDF,83,3,31617,El Cid (1961)
Content-TFIDF,83,4,77866,Robin Hood (2010)
Content-TFIDF,83,5,42015,Casanova (2005)
Content-TFIDF,83,6,4800,King Solomon's Mines (1937)
Content-TFIDF,83,7,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,83,8,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,83,9,91500,The Hunger Games (2012)
Content-TFIDF,83,10,58025,Jumper (2008)
Content-TFIDF,84,1,6202,Late Marriage (Hatuna Meuheret) (2001)
Content-TFIDF,84,2,48744,Shortbus (2006)
Content-TFIDF,84,3,43684,Something New (2006)
Content-TFIDF,84,4,3531,All the Vermeers in New York (1990)
Content-TFIDF,84,5,5466,My Wife is an Actress (Ma Femme est une Actrice) (2001)
Content-TFIDF,84,6,58,"Postman, The (Postino, Il) (1994)"
Content-TFIDF,84,7,53318,Cashback (2006)
Content-TFIDF,84,8,93740,Salmon Fishing in the Yemen (2011)
Content-TFIDF,84,9,89904,The Artist (2011)
Content-TFIDF,84,10,892,Twelfth Night (1996)
Content-TFIDF,85,1,31,Dangerous Minds (1995)
Content-TFIDF,85,2,193585,Flint (2017)
Content-TFIDF,85,3,47644,Invincible (2006)
Content-TFIDF,85,4,46974,World Trade Center (2006)
Content-TFIDF,85,5,47099,"Pursuit of Happyness, The (2006)"
Content-TFIDF,85,6,3456,"Color of Paradise, The (Rang-e khoda) (1999)"
Content-TFIDF,85,7,47978,SherryBaby (2006)
Content-TFIDF,85,8,5615,Invincible (2001)
Content-TFIDF,85,9,5632,Bloody Sunday (2002)
Content-TFIDF,85,10,5633,Heaven (2002)
Content-TFIDF,86,1,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,86,2,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,86,3,48774,Children of Men (2006)
Content-TFIDF,86,4,58025,Jumper (2008)
Content-TFIDF,86,5,91500,The Hunger Games (2012)
Content-TFIDF,86,6,117529,Jurassic World (2015)
Content-TFIDF,86,7,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,86,8,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,86,9,4956,"Stunt Man, The (1980)"
Content-TFIDF,86,10,4800,King Solomon's Mines (1937)
Content-TFIDF,87,1,148775,Wizards of Waverly Place: The Movie (2009)
Content-TFIDF,87,2,60904,Heart of a Dog (Sobachye serdtse) (1988)
Content-TFIDF,87,3,36363,Kin-Dza-Dza! (1986)
Content-TFIDF,87,4,150596,Doctor Who: The Husbands of River Song (2015)
Content-TFIDF,87,5,89898,Generation P (2011)
Content-TFIDF,87,6,96655,Robot & Frank (2012)
Content-TFIDF,87,7,1682,"Truman Show, The (1998)"
Content-TFIDF,87,8,182731,Pixel Perfect (2004)
Content-TFIDF,87,9,2053,"Honey, I Blew Up the Kid (1992)"
Content-TFIDF,87,10,2038,"Cat from Outer Space, The (1978)"
Content-TFIDF,88,1,145,Bad Boys (1995)
Content-TFIDF,88,2,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,88,3,20,Money Train (1995)
Content-TFIDF,88,4,1432,Metro (1997)
Content-TFIDF,88,5,5027,Another 48 Hrs. (1990)
Content-TFIDF,88,6,5628,Wasabi (2001)
Content-TFIDF,88,7,6003,Confessions of a Dangerous Mind (2002)
Content-TFIDF,88,8,57669,In Bruges (2008)
Content-TFIDF,88,9,1034,Freeway (1996)
Content-TFIDF,88,10,608,Fargo (1996)
Content-TFIDF,89,1,193609,Andrew Dice Clay: Dice Rules (1991)
Content-TFIDF,89,2,19,Ace Ventura: When Nature Calls (1995)
Content-TFIDF,89,3,63479,Sex Drive (2008)
Content-TFIDF,89,4,63131,Role Models (2008)
Content-TFIDF,89,5,62113,How to Lose Friends & Alienate People (2008)
Content-TFIDF,89,6,61394,"Onion Movie, The (2008)"
Content-TFIDF,89,7,61348,Disaster Movie (2008)
Content-TFIDF,89,8,65738,Revenge of the Nerds III: The Next Generation (1992)
Content-TFIDF,89,9,125,Flirting With Disaster (1996)
Content-TFIDF,89,10,119,"Steal Big, Steal Little (1995)"
Content-TFIDF,90,1,56941,P.S. I Love You (2007)
Content-TFIDF,90,2,105213,Don Jon (2013)
Content-TFIDF,90,3,105211,Enough Said (2013)
Content-TFIDF,90,4,4584,Dream a Little Dream (1989)
Content-TFIDF,90,5,103539,The Spectacular Now (2013)
Content-TFIDF,90,6,184349,Elsa & Fred (2005)
Content-TFIDF,90,7,224,Don Juan DeMarco (1995)
Content-TFIDF,90,8,4644,Bread and Tulips (Pane e tulipani) (2000)
Content-TFIDF,90,9,39449,Prime (2005)
Content-TFIDF,90,10,39414,Shopgirl (2005)
Content-TFIDF,91,1,55116,"Hunting Party, The (2007)"
Content-TFIDF,91,2,4956,"Stunt Man, The (1980)"
Content-TFIDF,91,3,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,91,4,20,Money Train (1995)
Content-TFIDF,91,5,5628,Wasabi (2001)
Content-TFIDF,91,6,5027,Another 48 Hrs. (1990)
Content-TFIDF,91,7,145,Bad Boys (1995)
Content-TFIDF,91,8,1432,Metro (1997)
Content-TFIDF,91,9,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,91,10,7235,Ichi the Killer (Koroshiya 1) (2001)
Content-TFIDF,92,1,5076,"Adventures of Huck Finn, The (1993)"
Content-TFIDF,92,2,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
Content-TFIDF,92,3,6557,Born to Be Wild (1995)
Content-TFIDF,92,4,4683,"Wizard, The (1989)"
Content-TFIDF,92,5,3674,For the Love of Benji (1977)
Content-TFIDF,92,6,108540,Ernest & Célestine (Ernest et Célestine) (2012)
Content-TFIDF,92,7,148775,Wizards of Waverly Place: The Movie (2009)
Content-TFIDF,92,8,421,Black Beauty (1994)
Content-TFIDF,92,9,455,Free Willy (1993)
Content-TFIDF,92,10,169,Free Willy 2: The Adventure Home (1995)
Content-TFIDF,93,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,93,2,42015,Casanova (2005)
Content-TFIDF,93,3,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,93,4,2406,Romancing the Stone (1984)
Content-TFIDF,93,5,33679,Mr. & Mrs. Smith (2005)
Content-TFIDF,93,6,57951,Fool's Gold (2008)
Content-TFIDF,93,7,2405,"Jewel of the Nile, The (1985)"
Content-TFIDF,93,8,7720,"Four Musketeers, The (1974)"
Content-TFIDF,93,9,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,93,10,55116,"Hunting Party, The (2007)"
Content-TFIDF,94,1,55116,"Hunting Party, The (2007)"
Content-TFIDF,94,2,80219,Machete (2010)
Content-TFIDF,94,3,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
Content-TFIDF,94,4,6503,Charlie's Angels: Full Throttle (2003)
Content-TFIDF,94,5,8968,After the Sunset (2004)
Content-TFIDF,94,6,6016,City of God (Cidade de Deus) (2002)
Content-TFIDF,94,7,1432,Metro (1997)
Content-TFIDF,94,8,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,94,9,145,Bad Boys (1995)
Content-TFIDF,94,10,5027,Another 48 Hrs. (1990)
Content-TFIDF,95,1,145,Bad Boys (1995)
Content-TFIDF,95,2,5628,Wasabi (2001)
Content-TFIDF,95,3,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,95,4,20,Money Train (1995)
Content-TFIDF,95,5,1432,Metro (1997)
Content-TFIDF,95,6,4956,"Stunt Man, The (1980)"
Content-TFIDF,95,7,1396,Sneakers (1992)
Content-TFIDF,95,8,459,"Getaway, The (1994)"
Content-TFIDF,95,9,6990,The Great Train Robbery (1978)
Content-TFIDF,95,10,5657,Flashback (1990)
Content-TFIDF,96,1,6016,City of God (Cidade de Deus) (2002)
Content-TFIDF,96,2,55116,"Hunting Party, The (2007)"
Content-TFIDF,96,3,91500,The Hunger Games (2012)
Content-TFIDF,96,4,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,96,5,48774,Children of Men (2006)
Content-TFIDF,96,6,58025,Jumper (2008)
Content-TFIDF,96,7,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,96,8,117529,Jurassic World (2015)
Content-TFIDF,96,9,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,96,10,459,"Getaway, The (1994)"
Content-TFIDF,97,1,55116,"Hunting Party, The (2007)"
Content-TFIDF,97,2,6016,City of God (Cidade de Deus) (2002)
Content-TFIDF,97,3,89087,Colombiana (2011)
Content-TFIDF,97,4,2344,Runaway Train (1985)
Content-TFIDF,97,5,2403,First Blood (Rambo: First Blood) (1982)
Content-TFIDF,97,6,2524,"Towering Inferno, The (1974)"
Content-TFIDF,97,7,5479,K-19: The Widowmaker (2002)
Content-TFIDF,97,8,27865,Azumi (2003)
Content-TFIDF,97,9,5064,The Count of Monte Cristo (2002)
Content-TFIDF,97,10,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
Content-TFIDF,98,1,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,98,2,546,Super Mario Bros. (1993)
Content-TFIDF,98,3,161594,Kingsglaive: Final Fantasy XV (2016)
Content-TFIDF,98,4,62956,Futurama: Bender's Game (2008)
Content-TFIDF,98,5,52287,Meet the Robinsons (2007)
Content-TFIDF,98,6,157865,Ratchet & Clank (2016)
Content-TFIDF,98,7,40339,Chicken Little (2005)
Content-TFIDF,98,8,188301,Ant-Man and the Wasp (2018)
Content-TFIDF,98,9,148775,Wizards of Waverly Place: The Movie (2009)
Content-TFIDF,98,10,128944,"Honey, We Shrunk Ourselves (1997)"
Content-TFIDF,99,1,20,Money Train (1995)
Content-TFIDF,99,2,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,99,3,1432,Metro (1997)
Content-TFIDF,99,4,5027,Another 48 Hrs. (1990)
Content-TFIDF,99,5,5628,Wasabi (2001)
Content-TFIDF,99,6,31367,"Chase, The (1994)"
Content-TFIDF,99,7,4956,"Stunt Man, The (1980)"
Content-TFIDF,99,8,59947,"Protector, The (1985)"
Content-TFIDF,99,9,70728,Bronson (2009)
Content-TFIDF,99,10,54648,Rush Hour 3 (2007)
Content-TFIDF,100,1,94,Beautiful Girls (1996)
Content-TFIDF,100,2,4,Waiting to Exhale (1995)
Content-TFIDF,100,3,184349,Elsa & Fred (2005)
Content-TFIDF,100,4,2145,Pretty in Pink (1986)
Content-TFIDF,100,5,143031,Jump In! (2007)
Content-TFIDF,100,6,60293,"Wackness, The (2008)"
Content-TFIDF,100,7,59985,Chaos Theory (2007)
Content-TFIDF,100,8,58,"Postman, The (Postino, Il) (1994)"
Content-TFIDF,100,9,52,Mighty Aphrodite (1995)
Content-TFIDF,100,10,1883,Bulworth (1998)
Content-TFIDF,101,1,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,101,2,5628,Wasabi (2001)
Content-TFIDF,101,3,5027,Another 48 Hrs. (1990)
Content-TFIDF,101,4,145,Bad Boys (1995)
Content-TFIDF,101,5,1432,Metro (1997)
Content-TFIDF,101,6,20,Money Train (1995)
Content-TFIDF,101,7,59947,"Protector, The (1985)"
Content-TFIDF,101,8,70728,Bronson (2009)
Content-TFIDF,101,9,1968,"Breakfast Club, The (1985)"
Content-TFIDF,101,10,2155,"Slums of Beverly Hills, The (1998)"
Content-TFIDF,102,1,20,Money Train (1995)
Content-TFIDF,102,2,5027,Another 48 Hrs. (1990)
Content-TFIDF,102,3,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,102,4,5628,Wasabi (2001)
Content-TFIDF,102,5,1432,Metro (1997)
Content-TFIDF,102,6,145,Bad Boys (1995)
Content-TFIDF,102,7,31367,"Chase, The (1994)"
Content-TFIDF,102,8,4956,"Stunt Man, The (1980)"
Content-TFIDF,102,9,459,"Getaway, The (1994)"
Content-TFIDF,102,10,80219,Machete (2010)
Content-TFIDF,103,1,134853,Inside Out (2015)
Content-TFIDF,103,2,5657,Flashback (1990)
Content-TFIDF,103,3,6990,The Great Train Robbery (1978)
Content-TFIDF,103,4,117646,Dragonheart 2: A New Beginning (2000)
Content-TFIDF,103,5,4683,"Wizard, The (1989)"
Content-TFIDF,103,6,5076,"Adventures of Huck Finn, The (1993)"
Content-TFIDF,103,7,3674,For the Love of Benji (1977)
Content-TFIDF,103,8,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
Content-TFIDF,103,9,6557,Born to Be Wild (1995)
Content-TFIDF,103,10,108540,Ernest & Célestine (Ernest et Célestine) (2012)
Content-TFIDF,104,1,27416,Jalla! Jalla! (2000)
Content-TFIDF,104,2,26745,Other People's Money (1991)
Content-TFIDF,104,3,1784,As Good as It Gets (1997)
Content-TFIDF,104,4,1883,Bulworth (1998)
Content-TFIDF,104,5,26599,"Law of Desire (Ley del deseo, La) (1987)"
Content-TFIDF,104,6,5969,My Girl 2 (1994)
Content-TFIDF,104,7,49284,10 Items or Less (2006)
Content-TFIDF,104,8,74754,"Room, The (2003)"
Content-TFIDF,104,9,4023,"Family Man, The (2000)"
Content-TFIDF,104,10,6596,"Divorce, Le (2003)"
Content-TFIDF,105,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,105,2,4719,Osmosis Jones (2001)
Content-TFIDF,105,3,20,Money Train (1995)
Content-TFIDF,105,4,5628,Wasabi (2001)
Content-TFIDF,105,5,1432,Metro (1997)
Content-TFIDF,105,6,145,Bad Boys (1995)
Content-TFIDF,105,7,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,105,8,5027,Another 48 Hrs. (1990)
Content-TFIDF,105,9,1912,Out of Sight (1998)
Content-TFIDF,105,10,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,106,1,93766,Wrath of the Titans (2012)
Content-TFIDF,106,2,101112,Oz the Great and Powerful (2013)
Content-TFIDF,106,3,106072,Thor: The Dark World (2013)
Content-TFIDF,106,4,86880,Pirates of the Caribbean: On Stranger Tides (2011)
Content-TFIDF,106,5,44,Mortal Kombat (1995)
Content-TFIDF,106,6,2193,Willow (1988)
Content-TFIDF,106,7,53138,"Librarian: Return to King Solomon's Mines, The (2006)"
Content-TFIDF,106,8,4985,Sheena (1984)
Content-TFIDF,106,9,49649,Eragon (2006)
Content-TFIDF,106,10,184471,Tomb Raider (2018)
Content-TFIDF,107,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,107,2,55116,"Hunting Party, The (2007)"
Content-TFIDF,107,3,6990,The Great Train Robbery (1978)
Content-TFIDF,107,4,5657,Flashback (1990)
Content-TFIDF,107,5,42015,Casanova (2005)
Content-TFIDF,107,6,4818,Extreme Days (2001)
Content-TFIDF,107,7,459,"Getaway, The (1994)"
Content-TFIDF,107,8,970,Beat the Devil (1953)
Content-TFIDF,107,9,31367,"Chase, The (1994)"
Content-TFIDF,107,10,6016,City of God (Cidade de Deus) (2002)
Content-TFIDF,108,1,7260,Latter Days (2003)
Content-TFIDF,108,2,7352,Wilbur Wants to Kill Himself (2002)
Content-TFIDF,108,3,7354,Mad Dog and Glory (1993)
Content-TFIDF,108,4,7020,Proof (1991)
Content-TFIDF,108,5,7023,"Wedding Banquet, The (Xi yan) (1993)"
Content-TFIDF,108,6,146244,Dil To Pagal Hai (1997)
Content-TFIDF,108,7,359,I Like It Like That (1994)
Content-TFIDF,108,8,361,It Could Happen to You (1994)
Content-TFIDF,108,9,372,Reality Bites (1994)
Content-TFIDF,108,10,224,Don Juan DeMarco (1995)
Content-TFIDF,109,1,3893,Nurse Betty (2000)
Content-TFIDF,109,2,1912,Out of Sight (1998)
Content-TFIDF,109,3,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,109,4,5666,"Rules of Attraction, The (2002)"
Content-TFIDF,109,5,496,What Happened Was... (1994)
Content-TFIDF,109,6,145,Bad Boys (1995)
Content-TFIDF,109,7,5027,Another 48 Hrs. (1990)
Content-TFIDF,109,8,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,109,9,1432,Metro (1997)
Content-TFIDF,109,10,5628,Wasabi (2001)
Content-TFIDF,110,1,145,Bad Boys (1995)
Content-TFIDF,110,2,20,Money Train (1995)
Content-TFIDF,110,3,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,110,4,1432,Metro (1997)
Content-TFIDF,110,5,5027,Another 48 Hrs. (1990)
Content-TFIDF,110,6,5628,Wasabi (2001)
Content-TFIDF,110,7,3893,Nurse Betty (2000)
Content-TFIDF,110,8,1912,Out of Sight (1998)
Content-TFIDF,110,9,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,110,10,4956,"Stunt Man, The (1980)"
Content-TFIDF,111,1,18,Four Rooms (1995)
Content-TFIDF,111,2,19,Ace Ventura: When Nature Calls (1995)
Content-TFIDF,111,3,193609,Andrew Dice Clay: Dice Rules (1991)
Content-TFIDF,111,4,7150,Stuck on You (2003)
Content-TFIDF,111,5,7155,Calendar Girls (2003)
Content-TFIDF,111,6,100068,Comme un chef (2012)
Content-TFIDF,111,7,100083,Movie 43 (2013)
Content-TFIDF,111,8,100159,Sightseers (2012)
Content-TFIDF,111,9,7191,Blame It on the Bellboy (1992)
Content-TFIDF,111,10,7206,Mon Oncle (My Uncle) (1958)
Content-TFIDF,112,1,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,112,2,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,112,3,91500,The Hunger Games (2012)
Content-TFIDF,112,4,117529,Jurassic World (2015)
Content-TFIDF,112,5,58025,Jumper (2008)
Content-TFIDF,112,6,48774,Children of Men (2006)
Content-TFIDF,112,7,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,112,8,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,112,9,2625,Black Mask (Hak hap) (1996)
Content-TFIDF,112,10,122882,Mad Max: Fury Road (2015)
Content-TFIDF,113,1,1457,Fools Rush In (1997)
Content-TFIDF,113,2,1537,Shall We Dance? (Shall We Dansu?) (1996)
Content-TFIDF,113,3,1542,Brassed Off (1996)
Content-TFIDF,113,4,7366,Jersey Girl (2004)
Content-TFIDF,113,5,7579,Pride and Prejudice (1940)
Content-TFIDF,113,6,58,"Postman, The (Postino, Il) (1994)"
Content-TFIDF,113,7,184349,Elsa & Fred (2005)
Content-TFIDF,113,8,4,Waiting to Exhale (1995)
Content-TFIDF,113,9,898,"Philadelphia Story, The (1940)"
Content-TFIDF,113,10,146244,Dil To Pagal Hai (1997)
Content-TFIDF,114,1,103042,Man of Steel (2013)
Content-TFIDF,114,2,86332,Thor (2011)
Content-TFIDF,114,3,188301,Ant-Man and the Wasp (2018)
Content-TFIDF,114,4,92681,Journey 2: The Mysterious Island (2012)
Content-TFIDF,114,5,546,Super Mario Bros. (1993)
Content-TFIDF,114,6,32031,Robots (2005)
Content-TFIDF,114,7,164226,Maximum Ride (2016)
Content-TFIDF,114,8,86880,Pirates of the Caribbean: On Stranger Tides (2011)
Content-TFIDF,114,9,106072,Thor: The Dark World (2013)
Content-TFIDF,114,10,93766,Wrath of the Titans (2012)
Content-TFIDF,115,1,72165,Cirque du Freak: The Vampire's Assistant (2009)
Content-TFIDF,115,2,55116,"Hunting Party, The (2007)"
Content-TFIDF,115,3,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,115,4,164226,Maximum Ride (2016)
Content-TFIDF,115,5,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
Content-TFIDF,115,6,2835,Chill Factor (1999)
Content-TFIDF,115,7,4270,"Mummy Returns, The (2001)"
Content-TFIDF,115,8,117646,Dragonheart 2: A New Beginning (2000)
Content-TFIDF,115,9,51545,Pusher III: I'm the Angel of Death (2005)
Content-TFIDF,115,10,7235,Ichi the Killer (Koroshiya 1) (2001)
Content-TFIDF,116,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,116,2,42015,Casanova (2005)
Content-TFIDF,116,3,4800,King Solomon's Mines (1937)
